"Label (Grouping)","Congressional District 1 (116th Congress), Georgia!!Total!!Estimate","Congressional District 1 (116th Congress), Georgia!!Total!!Margin of Error","Congressional District 1 (116th Congress), Georgia!!Percent!!Estimate","Congressional District 1 (116th Congress), Georgia!!Percent!!Margin of Error","Congressional District 1 (116th Congress), Georgia!!Male!!Estimate","Congressional District 1 (116th Congress), Georgia!!Male!!Margin of Error","Congressional District 1 (116th Congress), Georgia!!Percent Male!!Estimate","Congressional District 1 (116th Congress), Georgia!!Percent Male!!Margin of Error","Congressional District 1 (116th Congress), Georgia!!Female!!Estimate","Congressional District 1 (116th Congress), Georgia!!Female!!Margin of Error","Congressional District 1 (116th Congress), Georgia!!Percent Female!!Estimate","Congressional District 1 (116th Congress), Georgia!!Percent Female!!Margin of Error","Congressional District 2 (116th Congress), Georgia!!Total!!Estimate","Congressional District 2 (116th Congress), Georgia!!Total!!Margin of Error","Congressional District 2 (116th Congress), Georgia!!Percent!!Estimate","Congressional District 2 (116th Congress), Georgia!!Percent!!Margin of Error","Congressional District 2 (116th Congress), Georgia!!Male!!Estimate","Congressional District 2 (116th Congress), Georgia!!Male!!Margin of Error","Congressional District 2 (116th Congress), Georgia!!Percent Male!!Estimate","Congressional District 2 (116th Congress), Georgia!!Percent Male!!Margin of Error","Congressional District 2 (116th Congress), Georgia!!Female!!Estimate","Congressional District 2 (116th Congress), Georgia!!Female!!Margin of Error","Congressional District 2 (116th Congress), Georgia!!Percent Female!!Estimate","Congressional District 2 (116th Congress), Georgia!!Percent Female!!Margin of Error","Congressional District 3 (116th Congress), Georgia!!Total!!Estimate","Congressional District 3 (116th Congress), Georgia!!Total!!Margin of Error","Congressional District 3 (116th Congress), Georgia!!Percent!!Estimate","Congressional District 3 (116th Congress), Georgia!!Percent!!Margin of Error","Congressional District 3 (116th Congress), Georgia!!Male!!Estimate","Congressional District 3 (116th Congress), Georgia!!Male!!Margin of Error","Congressional District 3 (116th Congress), Georgia!!Percent Male!!Estimate","Congressional District 3 (116th Congress), Georgia!!Percent Male!!Margin of Error","Congressional District 3 (116th Congress), Georgia!!Female!!Estimate","Congressional District 3 (116th Congress), Georgia!!Female!!Margin of Error","Congressional District 3 (116th Congress), Georgia!!Percent Female!!Estimate","Congressional District 3 (116th Congress), Georgia!!Percent Female!!Margin of Error","Congressional District 4 (116th Congress), Georgia!!Total!!Estimate","Congressional District 4 (116th Congress), Georgia!!Total!!Margin of Error","Congressional District 4 (116th Congress), Georgia!!Percent!!Estimate","Congressional District 4 (116th Congress), Georgia!!Percent!!Margin of Error","Congressional District 4 (116th Congress), Georgia!!Male!!Estimate","Congressional District 4 (116th Congress), Georgia!!Male!!Margin of Error","Congressional District 4 (116th Congress), Georgia!!Percent Male!!Estimate","Congressional District 4 (116th Congress), Georgia!!Percent Male!!Margin of Error","Congressional District 4 (116th Congress), Georgia!!Female!!Estimate","Congressional District 4 (116th Congress), Georgia!!Female!!Margin of Error","Congressional District 4 (116th Congress), Georgia!!Percent Female!!Estimate","Congressional District 4 (116th Congress), Georgia!!Percent Female!!Margin of Error","Congressional District 5 (116th Congress), Georgia!!Total!!Estimate","Congressional District 5 (116th Congress), Georgia!!Total!!Margin of Error","Congressional District 5 (116th Congress), Georgia!!Percent!!Estimate","Congressional District 5 (116th Congress), Georgia!!Percent!!Margin of Error","Congressional District 5 (116th Congress), Georgia!!Male!!Estimate","Congressional District 5 (116th Congress), Georgia!!Male!!Margin of Error","Congressional District 5 (116th Congress), Georgia!!Percent Male!!Estimate","Congressional District 5 (116th Congress), Georgia!!Percent Male!!Margin of Error","Congressional District 5 (116th Congress), Georgia!!Female!!Estimate","Congressional District 5 (116th Congress), Georgia!!Female!!Margin of Error","Congressional District 5 (116th Congress), Georgia!!Percent Female!!Estimate","Congressional District 5 (116th Congress), Georgia!!Percent Female!!Margin of Error","Congressional District 6 (116th Congress), Georgia!!Total!!Estimate","Congressional District 6 (116th Congress), Georgia!!Total!!Margin of Error","Congressional District 6 (116th Congress), Georgia!!Percent!!Estimate","Congressional District 6 (116th Congress), Georgia!!Percent!!Margin of Error","Congressional District 6 (116th Congress), Georgia!!Male!!Estimate","Congressional District 6 (116th Congress), Georgia!!Male!!Margin of Error","Congressional District 6 (116th Congress), Georgia!!Percent Male!!Estimate","Congressional District 6 (116th Congress), Georgia!!Percent Male!!Margin of Error","Congressional District 6 (116th Congress), Georgia!!Female!!Estimate","Congressional District 6 (116th Congress), Georgia!!Female!!Margin of Error","Congressional District 6 (116th Congress), Georgia!!Percent Female!!Estimate","Congressional District 6 (116th Congress), Georgia!!Percent Female!!Margin of Error","Congressional District 7 (116th Congress), Georgia!!Total!!Estimate","Congressional District 7 (116th Congress), Georgia!!Total!!Margin of Error","Congressional District 7 (116th Congress), Georgia!!Percent!!Estimate","Congressional District 7 (116th Congress), Georgia!!Percent!!Margin of Error","Congressional District 7 (116th Congress), Georgia!!Male!!Estimate","Congressional District 7 (116th Congress), Georgia!!Male!!Margin of Error","Congressional District 7 (116th Congress), Georgia!!Percent Male!!Estimate","Congressional District 7 (116th Congress), Georgia!!Percent Male!!Margin of Error","Congressional District 7 (116th Congress), Georgia!!Female!!Estimate","Congressional District 7 (116th Congress), Georgia!!Female!!Margin of Error","Congressional District 7 (116th Congress), Georgia!!Percent Female!!Estimate","Congressional District 7 (116th Congress), Georgia!!Percent Female!!Margin of Error","Congressional District 8 (116th Congress), Georgia!!Total!!Estimate","Congressional District 8 (116th Congress), Georgia!!Total!!Margin of Error","Congressional District 8 (116th Congress), Georgia!!Percent!!Estimate","Congressional District 8 (116th Congress), Georgia!!Percent!!Margin of Error","Congressional District 8 (116th Congress), Georgia!!Male!!Estimate","Congressional District 8 (116th Congress), Georgia!!Male!!Margin of Error","Congressional District 8 (116th Congress), Georgia!!Percent Male!!Estimate","Congressional District 8 (116th Congress), Georgia!!Percent Male!!Margin of Error","Congressional District 8 (116th Congress), Georgia!!Female!!Estimate","Congressional District 8 (116th Congress), Georgia!!Female!!Margin of Error","Congressional District 8 (116th Congress), Georgia!!Percent Female!!Estimate","Congressional District 8 (116th Congress), Georgia!!Percent Female!!Margin of Error","Congressional District 9 (116th Congress), Georgia!!Total!!Estimate","Congressional District 9 (116th Congress), Georgia!!Total!!Margin of Error","Congressional District 9 (116th Congress), Georgia!!Percent!!Estimate","Congressional District 9 (116th Congress), Georgia!!Percent!!Margin of Error","Congressional District 9 (116th Congress), Georgia!!Male!!Estimate","Congressional District 9 (116th Congress), Georgia!!Male!!Margin of Error","Congressional District 9 (116th Congress), Georgia!!Percent Male!!Estimate","Congressional District 9 (116th Congress), Georgia!!Percent Male!!Margin of Error","Congressional District 9 (116th Congress), Georgia!!Female!!Estimate","Congressional District 9 (116th Congress), Georgia!!Female!!Margin of Error","Congressional District 9 (116th Congress), Georgia!!Percent Female!!Estimate","Congressional District 9 (116th Congress), Georgia!!Percent Female!!Margin of Error","Congressional District 10 (116th Congress), Georgia!!Total!!Estimate","Congressional District 10 (116th Congress), Georgia!!Total!!Margin of Error","Congressional District 10 (116th Congress), Georgia!!Percent!!Estimate","Congressional District 10 (116th Congress), Georgia!!Percent!!Margin of Error","Congressional District 10 (116th Congress), Georgia!!Male!!Estimate","Congressional District 10 (116th Congress), Georgia!!Male!!Margin of Error","Congressional District 10 (116th Congress), Georgia!!Percent Male!!Estimate","Congressional District 10 (116th Congress), Georgia!!Percent Male!!Margin of Error","Congressional District 10 (116th Congress), Georgia!!Female!!Estimate","Congressional District 10 (116th Congress), Georgia!!Female!!Margin of Error","Congressional District 10 (116th Congress), Georgia!!Percent Female!!Estimate","Congressional District 10 (116th Congress), Georgia!!Percent Female!!Margin of Error","Congressional District 11 (116th Congress), Georgia!!Total!!Estimate","Congressional District 11 (116th Congress), Georgia!!Total!!Margin of Error","Congressional District 11 (116th Congress), Georgia!!Percent!!Estimate","Congressional District 11 (116th Congress), Georgia!!Percent!!Margin of Error","Congressional District 11 (116th Congress), Georgia!!Male!!Estimate","Congressional District 11 (116th Congress), Georgia!!Male!!Margin of Error","Congressional District 11 (116th Congress), Georgia!!Percent Male!!Estimate","Congressional District 11 (116th Congress), Georgia!!Percent Male!!Margin of Error","Congressional District 11 (116th Congress), Georgia!!Female!!Estimate","Congressional District 11 (116th Congress), Georgia!!Female!!Margin of Error","Congressional District 11 (116th Congress), Georgia!!Percent Female!!Estimate","Congressional District 11 (116th Congress), Georgia!!Percent Female!!Margin of Error","Congressional District 12 (116th Congress), Georgia!!Total!!Estimate","Congressional District 12 (116th Congress), Georgia!!Total!!Margin of Error","Congressional District 12 (116th Congress), Georgia!!Percent!!Estimate","Congressional District 12 (116th Congress), Georgia!!Percent!!Margin of Error","Congressional District 12 (116th Congress), Georgia!!Male!!Estimate","Congressional District 12 (116th Congress), Georgia!!Male!!Margin of Error","Congressional District 12 (116th Congress), Georgia!!Percent Male!!Estimate","Congressional District 12 (116th Congress), Georgia!!Percent Male!!Margin of Error","Congressional District 12 (116th Congress), Georgia!!Female!!Estimate","Congressional District 12 (116th Congress), Georgia!!Female!!Margin of Error","Congressional District 12 (116th Congress), Georgia!!Percent Female!!Estimate","Congressional District 12 (116th Congress), Georgia!!Percent Female!!Margin of Error","Congressional District 13 (116th Congress), Georgia!!Total!!Estimate","Congressional District 13 (116th Congress), Georgia!!Total!!Margin of Error","Congressional District 13 (116th Congress), Georgia!!Percent!!Estimate","Congressional District 13 (116th Congress), Georgia!!Percent!!Margin of Error","Congressional District 13 (116th Congress), Georgia!!Male!!Estimate","Congressional District 13 (116th Congress), Georgia!!Male!!Margin of Error","Congressional District 13 (116th Congress), Georgia!!Percent Male!!Estimate","Congressional District 13 (116th Congress), Georgia!!Percent Male!!Margin of Error","Congressional District 13 (116th Congress), Georgia!!Female!!Estimate","Congressional District 13 (116th Congress), Georgia!!Female!!Margin of Error","Congressional District 13 (116th Congress), Georgia!!Percent Female!!Estimate","Congressional District 13 (116th Congress), Georgia!!Percent Female!!Margin of Error","Congressional District 14 (116th Congress), Georgia!!Total!!Estimate","Congressional District 14 (116th Congress), Georgia!!Total!!Margin of Error","Congressional District 14 (116th Congress), Georgia!!Percent!!Estimate","Congressional District 14 (116th Congress), Georgia!!Percent!!Margin of Error","Congressional District 14 (116th Congress), Georgia!!Male!!Estimate","Congressional District 14 (116th Congress), Georgia!!Male!!Margin of Error","Congressional District 14 (116th Congress), Georgia!!Percent Male!!Estimate","Congressional District 14 (116th Congress), Georgia!!Percent Male!!Margin of Error","Congressional District 14 (116th Congress), Georgia!!Female!!Estimate","Congressional District 14 (116th Congress), Georgia!!Female!!Margin of Error","Congressional District 14 (116th Congress), Georgia!!Percent Female!!Estimate","Congressional District 14 (116th Congress), Georgia!!Percent Female!!Margin of Error"
"        5 to 14 years","100,751","±4,260","13.2%","±0.5","50,548","±2,702","13.5%","±0.7","50,203","±3,291","12.9%","±0.8","88,112","±4,414","13.1%","±0.6","44,121","±2,881","13.5%","±0.8","43,991","±3,267","12.7%","±0.8","102,620","±4,776","13.3%","±0.6","53,990","±3,199","14.4%","±0.8","48,630","±3,326","12.2%","±0.7","102,992","±7,109","13.3%","±0.8","50,501","±4,208","13.8%","±1.0","52,491","±5,484","12.8%","±1.2","91,987","±8,645","11.6%","±1.0","45,284","±4,437","11.8%","±1.1","46,703","±6,676","11.5%","±1.4","99,952","±5,448","13.1%","±0.7","52,496","±3,995","14.1%","±1.0","47,456","±3,142","12.2%","±0.8","127,059","±5,573","14.8%","±0.5","65,672","±3,559","15.6%","±0.7","61,387","±3,850","14.1%","±0.7","96,011","±3,961","13.4%","±0.5","48,884","±2,967","13.9%","±0.8","47,127","±2,830","12.9%","±0.7","103,408","±3,547","12.8%","±0.4","52,161","±2,368","13.1%","±0.5","51,247","±2,513","12.6%","±0.5","108,424","±5,905","13.5%","±0.6","56,916","±4,587","14.4%","±1.0","51,508","±3,525","12.8%","±0.8","100,039","±3,686","12.4%","±0.4","50,494","±2,552","12.9%","±0.6","49,545","±3,074","11.9%","±0.7","103,466","±4,262","13.9%","±0.5","55,450","±2,861","14.8%","±0.7","48,016","±3,119","13.1%","±0.8","114,474","±6,266","14.4%","±0.7","58,450","±4,499","15.6%","±1.1","56,024","±4,403","13.3%","±1.0","102,892","±1,906","14.0%","±0.2","53,148","±2,284","14.6%","±0.6","49,744","±1,617","13.3%","±0.4"
"        15 to 17 years","28,690","±2,045","3.7%","±0.3","15,079","±1,817","4.0%","±0.5","13,611","±1,691","3.5%","±0.4","28,709","±2,388","4.3%","±0.3","15,909","±1,966","4.9%","±0.6","12,800","±1,535","3.7%","±0.4","35,708","±2,783","4.6%","±0.4","17,188","±2,266","4.6%","±0.6","18,520","±2,067","4.7%","±0.5","34,145","±3,557","4.4%","±0.4","16,486","±2,605","4.5%","±0.7","17,659","±2,729","4.3%","±0.6","24,751","±3,581","3.1%","±0.4","12,217","±2,537","3.2%","±0.6","12,534","±2,223","3.1%","±0.5","34,305","±2,969","4.5%","±0.4","16,441","±2,130","4.4%","±0.6","17,864","±2,021","4.6%","±0.5","43,258","±2,542","5.1%","±0.3","22,708","±1,737","5.4%","±0.4","20,550","±2,033","4.7%","±0.4","28,777","±1,792","4.0%","±0.3","16,997","±2,304","4.8%","±0.6","11,780","±1,747","3.2%","±0.5","32,591","±1,981","4.0%","±0.2","17,194","±1,460","4.3%","±0.4","15,397","±1,510","3.8%","±0.4","31,225","±2,602","3.9%","±0.3","15,583","±2,212","3.9%","±0.5","15,642","±1,907","3.9%","±0.4","35,827","±2,403","4.4%","±0.3","16,547","±1,864","4.2%","±0.5","19,280","±2,171","4.6%","±0.5","28,895","±2,503","3.9%","±0.3","17,069","±1,874","4.5%","±0.5","11,826","±1,655","3.2%","±0.4","36,106","±3,895","4.5%","±0.5","20,026","±2,596","5.3%","±0.7","16,080","±2,809","3.8%","±0.6","30,981","±1,273","4.2%","±0.2","14,480","±1,539","4.0%","±0.4","16,501","±1,500","4.4%","±0.4"
"        Under 18 years","177,761","±3,859","23.2%","±0.4","90,306","±3,673","24.1%","±0.8","87,455","±3,745","22.4%","±0.8","158,071","±5,247","23.5%","±0.6","81,140","±3,711","24.8%","±0.9","76,931","±4,048","22.3%","±0.9","180,314","±5,236","23.3%","±0.5","92,835","±3,716","24.7%","±0.8","87,479","±4,425","22.0%","±0.9","183,171","±9,037","23.6%","±0.8","89,031","±6,200","24.4%","±1.3","94,140","±7,287","22.9%","±1.4","158,361","±9,315","20.1%","±1.0","78,329","±5,013","20.4%","±1.2","80,032","±7,346","19.7%","±1.4","180,846","±7,104","23.8%","±0.8","90,587","±5,062","24.3%","±1.2","90,259","±4,357","23.2%","±1.0","218,779","±7,843","25.5%","±0.6","112,693","±5,260","26.8%","±1.0","106,086","±5,297","24.3%","±0.9","171,196","±3,876","23.9%","±0.4","90,928","±3,932","25.8%","±0.9","80,268","±3,759","22.0%","±0.8","179,548","±3,937","22.3%","±0.4","91,488","±3,176","23.0%","±0.7","88,060","±3,241","21.6%","±0.6","183,855","±7,766","23.0%","±0.7","96,749","±5,784","24.4%","±1.2","87,106","±5,118","21.6%","±1.0","177,985","±4,681","22.0%","±0.4","88,394","±3,472","22.6%","±0.8","89,591","±3,979","21.6%","±0.7","173,573","±3,812","23.4%","±0.4","95,924","±3,433","25.6%","±0.7","77,649","±3,308","21.1%","±0.7","202,903","±7,392","25.5%","±0.7","108,063","±5,653","28.9%","±1.3","94,840","±5,591","22.5%","±1.0","175,761","±2,085","23.8%","±0.2","89,813","±2,796","24.8%","±0.6","85,948","±2,901","23.0%","±0.6"
"        18 to 24 years","77,126","±3,712","10.1%","±0.5","39,034","±2,643","10.4%","±0.7","38,092","±2,615","9.8%","±0.7","66,656","±3,041","9.9%","±0.4","34,050","±2,060","10.4%","±0.6","32,606","±2,151","9.4%","±0.6","71,334","±4,418","9.2%","±0.5","38,508","±2,741","10.2%","±0.7","32,826","±3,074","8.3%","±0.7","67,473","±5,548","8.7%","±0.7","34,412","±3,393","9.4%","±0.9","33,061","±3,484","8.0%","±0.8","89,494","±6,067","11.3%","±0.7","42,288","±3,812","11.0%","±0.9","47,206","±4,534","11.6%","±1.1","53,238","±4,818","7.0%","±0.6","26,991","±3,179","7.3%","±0.8","26,247","±3,464","6.8%","±0.9","78,793","±4,084","9.2%","±0.5","39,282","±2,992","9.3%","±0.7","39,511","±2,498","9.1%","±0.6","73,937","±4,434","10.3%","±0.6","37,962","±2,858","10.8%","±0.8","35,975","±2,503","9.9%","±0.7","69,714","±2,751","8.7%","±0.3","33,264","±1,817","8.4%","±0.4","36,450","±2,110","8.9%","±0.5","95,446","±4,810","11.9%","±0.5","51,307","±3,277","12.9%","±0.8","44,139","±2,791","10.9%","±0.7","78,859","±5,106","9.8%","±0.6","39,340","±3,293","10.0%","±0.8","39,519","±3,044","9.5%","±0.7","87,300","±3,488","11.8%","±0.5","47,281","±2,745","12.6%","±0.7","40,019","±2,221","10.9%","±0.6","68,878","±5,101","8.7%","±0.6","33,722","±3,521","9.0%","±0.9","35,156","±3,518","8.4%","±0.8","64,923","±3,309","8.8%","±0.4","33,349","±2,529","9.2%","±0.7","31,574","±2,161","8.4%","±0.6"
"        15 to 44 years","317,475","±4,673","41.5%","±0.5","160,292","±3,744","42.8%","±0.9","157,183","±3,193","40.3%","±0.8","269,182","±6,710","40.0%","±0.7","137,419","±4,291","41.9%","±1.0","131,763","±4,450","38.2%","±1.0","307,122","±8,179","39.7%","±0.7","150,246","±5,459","40.0%","±1.1","156,876","±4,933","39.5%","±0.9","306,614","±10,224","39.5%","±0.8","148,702","±6,403","40.8%","±1.1","157,912","±6,545","38.4%","±1.1","382,793","±10,652","48.5%","±1.0","189,688","±7,585","49.4%","±1.3","193,105","±7,733","47.6%","±1.5","307,544","±9,234","40.4%","±0.9","149,786","±6,937","40.3%","±1.4","157,758","±5,858","40.6%","±1.1","353,337","±9,348","41.3%","±0.6","176,057","±5,637","41.9%","±0.9","177,280","±5,684","40.7%","±0.9","290,085","±5,699","40.4%","±0.7","147,133","±4,317","41.8%","±1.1","142,952","±3,706","39.1%","±0.8","292,087","±6,014","36.3%","±0.5","146,654","±3,691","36.9%","±0.7","145,433","±3,530","35.6%","±0.6","325,575","±8,335","40.7%","±0.7","162,585","±6,293","41.0%","±1.2","162,990","±4,991","40.4%","±1.0","337,043","±8,008","41.7%","±0.7","164,816","±5,340","42.1%","±0.9","172,227","±5,374","41.4%","±0.9","304,611","±5,819","41.0%","±0.7","160,244","±3,635","42.7%","±0.9","144,367","±3,869","39.3%","±0.9","330,639","±13,258","41.6%","±1.2","152,002","±8,577","40.6%","±1.7","178,637","±7,808","42.4%","±1.3","286,246","±4,072","38.8%","±0.6","141,884","±2,675","39.1%","±0.7","144,362","±3,108","38.6%","±0.8"
"        16 years and over","605,826","±4,808","79.2%","±0.5","295,363","±3,676","78.8%","±0.8","310,463","±3,034","79.5%","±0.8","532,399","±6,519","79.1%","±0.6","256,315","±4,614","78.2%","±0.9","276,084","±4,080","79.9%","±0.9","619,712","±9,481","80.1%","±0.6","296,570","±5,899","78.9%","±0.8","323,142","±5,520","81.3%","±1.0","614,855","±13,949","79.3%","±0.8","287,473","±8,722","78.8%","±1.2","327,382","±7,983","79.7%","±1.3","644,335","±12,354","81.6%","±1.0","310,836","±9,525","81.0%","±1.2","333,499","±8,493","82.2%","±1.4","603,337","±10,360","79.3%","±0.9","292,297","±8,184","78.6%","±1.2","311,040","±6,930","80.1%","±1.0","664,848","±12,123","77.6%","±0.6","322,587","±7,154","76.7%","±1.0","342,261","±6,660","78.5%","±0.9","565,616","±4,972","78.8%","±0.5","273,553","±3,555","77.7%","±0.8","292,063","±3,609","80.0%","±0.8","648,365","±7,383","80.5%","±0.4","317,483","±4,483","79.9%","±0.6","330,882","±4,695","81.1%","±0.6","636,157","±12,747","79.5%","±0.8","309,849","±8,352","78.1%","±1.3","326,308","±6,649","80.8%","±1.0","652,980","±10,101","80.9%","±0.5","315,110","±6,742","80.4%","±0.8","337,870","±6,540","81.3%","±0.8","588,663","±5,569","79.2%","±0.5","290,262","±3,535","77.3%","±0.7","298,401","±3,678","81.2%","±0.8","617,974","±13,475","77.7%","±0.8","281,524","±9,130","75.2%","±1.2","336,450","±8,270","79.9%","±1.1","580,851","±3,412","78.8%","±0.3","282,338","±3,049","77.8%","±0.7","298,513","±2,778","79.8%","±0.6"
"        18 years and over","587,506","±3,973","76.8%","±0.4","284,504","±2,861","75.9%","±0.8","303,002","±2,398","77.6%","±0.8","514,861","±6,264","76.5%","±0.6","246,469","±4,442","75.2%","±0.9","268,392","±3,987","77.7%","±0.9","593,016","±9,234","76.7%","±0.5","283,095","±5,813","75.3%","±0.8","309,921","±4,960","78.0%","±0.9","592,345","±12,989","76.4%","±0.8","275,659","±8,280","75.6%","±1.3","316,686","±7,469","77.1%","±1.4","631,249","±12,330","79.9%","±1.0","305,352","±9,278","79.6%","±1.2","325,897","±8,504","80.3%","±1.4","579,522","±10,125","76.2%","±0.8","281,482","±7,997","75.7%","±1.2","298,040","±6,610","76.8%","±1.0","637,597","±11,754","74.5%","±0.6","307,877","±6,997","73.2%","±1.0","329,720","±6,308","75.7%","±0.9","546,261","±4,958","76.1%","±0.4","261,306","±3,662","74.2%","±0.9","284,955","±3,139","78.0%","±0.8","625,900","±6,536","77.7%","±0.4","305,997","±4,249","77.0%","±0.7","319,903","±4,086","78.4%","±0.6","616,655","±11,840","77.0%","±0.7","299,851","±7,524","75.6%","±1.2","316,804","±6,355","78.4%","±1.0","629,396","±9,197","78.0%","±0.4","303,312","±6,249","77.4%","±0.8","326,084","±6,071","78.4%","±0.7","569,283","±4,543","76.6%","±0.4","279,435","±2,904","74.4%","±0.7","289,848","±3,080","78.9%","±0.7","592,611","±12,460","74.5%","±0.7","266,492","±8,545","71.1%","±1.3","326,119","±7,412","77.5%","±1.0","561,240","±2,894","76.2%","±0.2","273,033","±2,815","75.2%","±0.6","288,207","±2,180","77.0%","±0.6"
"        21 years and over","549,914","±4,606","71.9%","±0.6","266,094","±3,125","71.0%","±0.9","283,820","±3,148","72.7%","±1.0","483,544","±6,216","71.9%","±0.7","231,260","±4,657","70.6%","±1.1","252,284","±4,072","73.1%","±1.0","564,419","±9,119","73.0%","±0.6","267,878","±5,707","71.3%","±1.0","296,541","±5,065","74.6%","±1.1","563,433","±12,978","72.7%","±0.9","261,866","±7,946","71.8%","±1.3","301,567","±7,579","73.4%","±1.4","591,222","±12,542","74.9%","±1.1","287,815","±9,191","75.0%","±1.4","303,407","±8,075","74.7%","±1.5","556,754","±10,137","73.2%","±0.9","269,118","±8,010","72.3%","±1.3","287,636","±6,329","74.1%","±1.1","604,295","±11,729","70.6%","±0.6","290,779","±6,509","69.1%","±0.9","313,516","±6,465","71.9%","±0.9","516,586","±6,152","72.0%","±0.7","245,079","±4,827","69.6%","±1.2","271,507","±3,983","74.3%","±1.0","591,902","±6,793","73.5%","±0.5","288,875","±4,481","72.7%","±0.8","303,027","±4,629","74.3%","±0.8","572,089","±11,995","71.5%","±0.9","277,316","±7,977","69.9%","±1.3","294,773","±6,847","73.0%","±1.3","597,107","±9,317","74.0%","±0.6","288,732","±5,987","73.7%","±0.8","308,375","±6,094","74.2%","±0.9","529,517","±5,576","71.3%","±0.6","258,526","±4,246","68.9%","±1.1","270,991","±3,562","73.7%","±0.9","566,105","±11,585","71.2%","±0.8","253,114","±8,062","67.6%","±1.5","312,991","±7,318","74.4%","±1.1","526,069","±4,058","71.4%","±0.5","255,830","±3,452","70.5%","±0.9","270,239","±2,906","72.2%","±0.9"
"        60 years and over","167,620","±3,612","21.9%","±0.5","74,738","±2,440","19.9%","±0.6","92,882","±2,273","23.8%","±0.6","154,072","±3,972","22.9%","±0.6","67,105","±2,434","20.5%","±0.7","86,967","±2,797","25.2%","±0.8","168,739","±4,916","21.8%","±0.6","76,444","±2,945","20.3%","±0.8","92,295","±2,923","23.2%","±0.8","161,778","±6,426","20.9%","±0.9","70,728","±3,726","19.4%","±1.0","91,050","±4,132","22.2%","±1.1","136,686","±6,144","17.3%","±0.8","58,913","±3,660","15.4%","±1.0","77,773","±4,334","19.2%","±1.1","144,484","±6,288","19.0%","±0.8","68,565","±3,686","18.4%","±1.0","75,919","±3,706","19.6%","±1.0","144,071","±5,992","16.8%","±0.7","64,778","±3,569","15.4%","±0.8","79,293","±4,066","18.2%","±1.0","160,041","±4,105","22.3%","±0.6","70,144","±2,818","19.9%","±0.8","89,897","±2,773","24.6%","±0.8","207,745","±4,306","25.8%","±0.5","96,934","±2,949","24.4%","±0.8","110,811","±2,821","27.2%","±0.7","168,673","±5,583","21.1%","±0.8","77,583","±3,160","19.6%","±0.9","91,090","±3,485","22.6%","±0.9","164,422","±5,477","20.4%","±0.7","73,203","±3,321","18.7%","±0.8","91,219","±3,429","21.9%","±0.8","160,622","±3,905","21.6%","±0.5","71,700","±2,555","19.1%","±0.7","88,922","±2,365","24.2%","±0.6","141,418","±6,532","17.8%","±0.8","63,130","±4,232","16.9%","±1.1","78,288","±3,884","18.6%","±0.9","162,482","±3,760","22.0%","±0.5","73,075","±2,585","20.1%","±0.7","89,407","±2,479","23.9%","±0.7"
"        62 years and over","147,996","±3,109","19.3%","±0.4","66,598","±2,288","17.8%","±0.6","81,398","±2,046","20.8%","±0.6","135,383","±3,758","20.1%","±0.6","58,652","±2,269","17.9%","±0.7","76,731","±2,429","22.2%","±0.7","151,241","±4,703","19.6%","±0.6","68,365","±2,798","18.2%","±0.7","82,876","±2,855","20.9%","±0.8","138,866","±5,780","17.9%","±0.8","60,765","±3,635","16.7%","±1.0","78,101","±3,873","19.0%","±1.0","120,146","±5,455","15.2%","±0.7","51,815","±3,308","13.5%","±0.9","68,331","±3,987","16.8%","±1.0","126,489","±5,685","16.6%","±0.8","59,705","±3,220","16.0%","±0.9","66,784","±3,652","17.2%","±0.9","123,050","±5,277","14.4%","±0.6","54,450","±2,952","12.9%","±0.7","68,600","±3,605","15.7%","±0.8","138,884","±3,772","19.4%","±0.5","61,285","±2,491","17.4%","±0.7","77,599","±2,398","21.2%","±0.7","184,464","±3,624","22.9%","±0.5","85,585","±2,461","21.5%","±0.6","98,879","±2,654","24.2%","±0.6","150,694","±4,893","18.8%","±0.7","69,239","±2,962","17.5%","±0.8","81,455","±3,241","20.2%","±0.8","140,360","±4,966","17.4%","±0.6","61,514","±3,106","15.7%","±0.8","78,846","±3,120","19.0%","±0.7","140,945","±3,828","19.0%","±0.5","62,683","±2,189","16.7%","±0.6","78,262","±2,464","21.3%","±0.6","120,904","±6,043","15.2%","±0.8","54,186","±3,847","14.5%","±1.1","66,718","±3,554","15.8%","±0.8","144,097","±3,316","19.6%","±0.5","65,064","±2,139","17.9%","±0.6","79,033","±2,399","21.1%","±0.7"
